sample_name,RNF114,ITGA2,LOC286359,HLF,CCDC112,TLN2,X3.Sep,GGCT,DPYSL3,IGFBP2,C15orf27,MYBL1,ITGB1BP3,PDF,LOC84931,C16orf75,C2orf83,MYO16,LOC284661,RHPN2,ARHGAP21,BMP7,RASSF4,CHD3,EFHC2,GRPEL2,PLRG1,SGSM1,QRSL1,SLA2,C9orf142,GRIN2B,ADD1,LOC284276,EIF2A,OVGP1,GOSR2,SNORA68,TPSG1,ZNF302,LIF,CCDC151,ICMT,ACOX3,BDH2,FLVCR2,CCDC76,PRG3,GHITM,NT5M,MAP1A,FRMD6,NMNAT2,ACSS2,LRRN1,KLF12,SHQ1,GPR108,H2AFX,LRRC61,PRSS3,LYSMD2,KIAA0748,TTC39C,NP,SFRS14,DNMT3A,DUSP23,NCAN,VEZF1,COL15A1,LGR4,DPYSL4,DNAI1,REG3A,CCDC56,KIAA1609,GJA5,C1orf116,C2orf28,REV3L,C16orf3,CCDC6,AZI1,KEL,LOC90246,ADCY7,DCAF12L1,GSPT1,CAPN13,RPS15AP10,GTPBP3,NKX2.6,DPPA5,TRIM42,NECAB1,GPR142,RIN2,CLPX,PLCXD2,LOC643955,GGT7,NGFRAP1,MX1,MAP1LC3C,ZFP91.CNTF,TSPAN13,ECEL1P2,CCDC13,SNX24,KLHL10,DMRTB1,NDRG1,MIR671,CRLF3,C7orf54,CHODL,C1orf213,AMBP,HSPB3,SNORA45,NCRNA00152,GLIS1,C2orf49,MGC15885,SLC7A5,KRTAP11.1,CYTSB,MYLK4,LRRC25,RAB27A,LOC388796,DEFB116,C10orf50,ZNF642,TEX101,ANKLE2,TJP3,SH3PXD2A,AGRP,PLK1S1,TRIM25,SRP9,FAM196B,CBLN3,LYPD6,PGLYRP4,CATSPERB,KANK2,FAM178B,UBR7,X1.Mar,MAPK14,MAPK15,FZD1,LPXN,ATF3,CSF3R,DRP2,C21orf57,NCRNA00200,GFPT2,EGFR,TMEM55B,MDC1,MEX3C,FEZF1,TACSTD2,MBNL1,PRMT8,PSMB11,C12orf69,SYN3,C9orf98,TYMS,ZNF436,RTN4IP1,ZNF576,PRTN3,KIAA1310,PDP2,C10orf108,LOC441177,NFKBIZ,NR5A1,PAPL,OR52K2,GABPB2,SYNGR2,CTDSP1,OR2A20P,DAND5,ARHGEF19,MOBKL1B,SNORD35A,TMTC4,SLC39A4,C20orf3,MYH15,OR6K2,FLJ40434,PDE1C,MRS2,ARSD,CA9,FUT6,FUT5,FUT8,LOC100132831,OSBPL6,PROS1,SF3A1,PION,C17orf90,FGD6,YWHAB,CREBZF,H3F3B,MC1R,ST20,JUP,FBXO2,CORO1C,WASF2,SLC47A1,CFDP1,C14orf142,ZMYM5,ANKRD55,SYNGAP1,CCT4,IGSF3,CNOT2,LCE4A,GNPDA1,MAN1B1,TESK2,SNX4,SNX8,L1TD1,MAOB,DUT,RPRD1A,SYDE2,HMGA1,SLC9A1,BAI2,RSPO3,OR2A9P,STK35,DYNC1H1,MAPT,AVIL,CACNA2D1,FAHD2A,CHRNA2,CHRNA9,UBOX5,KRTAP1.3,KSR1,URB2,CABYR,C17orf39,C17orf37,ASTL,HDGF,MRPL33,SREBF1,FBXL20,CD300LF,SGSM3,ZNF804B,CELSR3,NEK6,LRRC30,NINJ1,BCKDHB,DYNLL1,RBM43,ZFP91,KCNJ6,NDUFAF4,PPP1R16A,MAEA,OGDHL,PDZRN3,RBMY1F,PGRMC1,FBXO16,FBXO17,PPP1R3F,LOC150185,DDTL,TRIP10,TEX13A,SNORD34,NACAD,EIF3B,CCL2,ALKBH4,DNAJB1,GLRA1,RASGRF1,RTL1,SF3A2,CNST,HOMEZ,ATG12,THRAP3,KRT9,GDF6,HEPACAM,ZNF140,SLC35A3,NXF2,BEST4,FYTTD1,SERPINA4,LOC147727,SNORD116.11,P4HA3,MALT1,TMEM140,MYO18A,KCNK18,GANC,IL31,MIR146B,WDR91,TMEM139,FBXW7,CALD1,ILF3,APBB1IP,TDRD3,ZNF362,PRDM8,LOC149837,PXDN,HIC2,BPIL3,STAMBP,TRIM10,CGB1,SNORD94,SNORD93,MVP,CCDC27,ANXA2P2,DIAPH1,SNORD116.12,SOX11,PDLIM3,IMAA,INSIG1,CAPNS1,WDR62,SMARCA5,PPFIA3,FBP1,TMEM41B,CCDC64B,FASTKD5,KIF1B,CCHCR1,DEFB122,MAGI2,PCDHB6,TMEM87A,C7orf42,RASD2,PRSS48,C9orf9,PVRL4,STAG2,C8orf76,LCA5L,DACH1,C5orf52,HIST1H4B,LIFR,JRKL,MUC1,LOC338758,GTF3C2,TFB2M,ATAD2,SPARC,MSL2,THAP8,PLUNC,TRIM15,NOSTRIN,PGAM5,PKDREJ,CAMTA2,CCDC90A,PPP5C,PROC,AP3S1,FERD3L,VEZT,ABRA,TXNDC5,NCRNA00160,C20orf160,ERMAP,EID2,PRPF19,OR4F6,KIAA0226,SNAR.G1,SNORD33,ABP1,C6orf153,C9orf57,CHUK,TREML1,SPDEF,TLL2,APOBEC3D,EIF2S2,TEAD3,MAP3K13,IKBKE,RARB,DHRS7,DYRK1B,PHF21B,GTF2IRD1,LOC219347,PODN,AMOTL2,MGC16384,EPR1,SH3BGR,ZNF518B,FMO5,ATP2B2,C6orf176,TPRX1,CUTA,CCDC82,SNORD32A,MRPL44,DGCR14,SEMA4A,SQRDL,SERP1,ACTA1,QSOX2,OR1I1,ZNF491,OTUD3,SERHL2,DNAH2,SPIB,ARSF,CDH1,CENPE,RAMP2,TNFRSF9,RETNLB,RBMY2FP,ENOX2,MERTK,IMMT,SLC6A7,MED22,TP53INP2,SH3GL1,NARG1L,SUV420H2,IPPK,DLEU2,P4HB,HTR4,KLHL9,HIRIP3,NT5C3L,POMGNT1,YTHDC1,C18orf56,HRNBP3,TMEM39B,EGFLAM,ATP6V1F,NPDC1,PRKCSH,BEND4,ARVCF,ALK,RELL2,LOC283914,RGAG4,AASDHPPT,STK17B,CD99,S100A7A,PRSS16,USP7,TFDP1,CEBPZ,INTS6,CTNNA1,MALL,PTPLB,DARS2,LOC727896,MAS1L,GOLGA7,CAND1,BRPF1,C1orf198,NPY5R,PTRF,SELS,class
"B0585C",0.574861321,0,0.682761124,0.348883873,0,0,0.91471037,0,0,0,0,0,0.735053735,0,0,0,0,0,0,0,0,0,0.464287397,1.483775106,0,0.854556038,0,0.602874223,0,0,0.917513821,0,0.9916872,0,0.874285104,0,0,0,0.466481811,0,0,0,0,1.602836957,0,0,0,0,0,0.650972601,0,0,0,0,0.787923048,0,0,0.737054467,0,0,0.099413893,0,0,1.108828952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493281347,0,1.116646993,0,0,1.284257413,0,0,0,0,0,0,0,0,0,0.799033454,0,0.682953712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878836737,1.508774276,1.01298704,0,0.630550697,0.73241488,0,0,0,0,0,0,0,0.491575149,0,0,0,0,0.790906354,0,0,0,0,0,0,0,0.187769152,0,0,0,0,0,0,0.545000143,0,0,0,0,0,0,0,0,0.941301662,0,0,0,0,0,0,0.807351094,1.163744037,0,0,1.547365574,0,1.240446733,0,0,0,0,0,0,0.787743642,0.73241488,0,0,0,0,0,0,0,0,0.7393538825,0.73032602,0,0,0,0,0,0,0,0.380671943,0,0,1.486402965,0,0,0,0,0,0.247814694,0.824553749,0,0,0,0,0,0,1.402114606,0,0,0.971067616,0,0,0.683585237,0.029957943,0,1.043058001,0,0.590062549,0.921874647,0,0,0,0,0.953489193,0,0,0,0,0,0,0,1.078580169,0.619954078,0.612089288,0.9257555635,0,0,0,0.970441903,0.828500521,0,0,0,0.878057669,0,0.796532102,0,0.570315429,0,0,0,0.797673698,0,0,0,0,0,0,0.730045553,0.960815341,0.75811361,0.996000155,0.766604694,0,1.299878128,0.622116578,0,0.98763572,0,0,0,0,0,1.18289607,0,0,0.495770836,0,0,0,0.999099556,0.871574038,0,0.679968897,0,0,0,0,0,0.737054467,0,0,0,0.310903845,0,0,1.064707201,0.712920263,0.9977446005,0,0.826357234,0.493736999,0,0,0,0.404202474,0,0,0,0,0,0,0,0,0,0,1.155019843,0.478177453,0,0,0,0,0,0,0,0,0.839699206,0.569526359,0,0,0,0.971072269,0,0,0,0.999004677,0,0,0,0,0,0,0,0,0,0.334044979,0,1.044943191,0,0,0,0,0,1.085505983,0,0,0,0.634759202,0,1.025428752,0.82823503,0,2.001116936,0,0,0.579911868,0.431457302,0,0.664678141,0,0.513542329,0,0,0,0.396636778,0,0,0.799753011,0,0.961615834,0.760412145,0.493736999,1.000060499,1.03499164,0.990945175,0,0,0,0,0,0,0,0.907157342,0.524424446,0,0,0,0,0,0,0,0,0,0,1.196347526,0,0,0,0,0,0,0,0,0,0,0,0.678540911,0,0,0,0,0,0,0.941790762,0,0,0,0,0.682022609,0,0,0,0,0,0,0,0.937248713,0,0.799753011,0,1.093942951,0,0,0,0.874285104,0,0,0.661711749,0,0,1.179681716,0,0.744685694,0,0.542457554,0,0.548640045,0,0,0,0.878713823,0,0,0.967601472,0,0.742202226,0.867423496,0.920751947,0,0,0,0,0.261641562,0,0,0,0,1.074502278,0.787743642,0.903962047,0.445567902,0,0,0,0,0,0,0,0.625339324,0,0,0,0.671842416,0,0,0,1.198851713,0.968262622,0,0,0,0,0,0,0,0,0,0,0.4844706205,0,0,0.829013633,1.344250563,"I+B-"
"B0588C",0.869340236,0,0,0,0,0,0,0,1.318371305,0.524548303,1.189413969,0,0.553665342,0.908268051,0.875753882,0,0,0,0,0.572662408,0,0,0,0.957207328,0,0.592318237,0,0.475075695,0,0,0,0.570980147,0.520421781,0,0.675359991,0,0,0,0.997126099,0,0,0,0.936762446,0,0,0,0,0,0,0,0,0,0,0,0.461377235,0,0,0,1.134312648,1.111044391,0,0,0,0.233383315,0,0,0,0,1.116000247,0,0,0,0,0,0,0,0,0,0.612608866,0,0,0.81134083,0.6507601925,0.714053948,0,0,0,0,0.404471848,0,0,0.866114667,0,0,0,0.867166077,0,1.327408169,0,0,0,0,0.825864946,0,0,0,0,0.46137873,0,0.51217458,0,0,0.691302487,1.573124575,0,0,0,0.359423097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398549348,0,0,0.536954728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421999291,1.4518065,0,0,0,0,0.879827949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359423097,0,0,0,0,0,0,0,0,1.288916943,0.653795055,0,0,0,0.743668787,0,0,0,1.470852924,0,0.594915431,1.152253611,0.74236438,0,0,1.264141346,0,0.924567713,0.343280836,0,0,0.965877089,0,1.015139033,0,0,0,1.025251121,1.437071077,0,0.293433417,0,1.567457129,0,0.760774914,0,0,0.812718103,0,0.653179849,0.741325519,0,0.738791365,0,0,0,0,0,0,0,0.520344369,0,0,0.922224745,0,0,1.153013526,0.692832046,0,0,0,0,0,0,0.744953345,0,1.236361761,0.984076731,0,0,0,0,0,0,0,0,0,0,0,0.818944664,0,0.345351135,0.7464483535,0.396572593,0,1.150601075,0,0,0,0,0,0,0.498026295,0,0,0,0,0,0,0.691404299,0.964822582,0,0.429871233,0,0,0,1.202563173,0,0,0,0,0,0.648324401,0,0,0,0,0.635276794,0,0.426030131,0,0.678138461,0,0,0,0,0,0,0,0,0,0.926251139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483648342,1.072492599,0,0,0,0,0,0,0,0,0,0,0,0.685299304,0,0,0,1.170594373,0,0,0,0,0,0.630254146,0,0.738405096,0.933965703,0.796432194,0,0.780905814,0,0,0,0,0,0,0.993935645,0,0,0,0.647350859,0,0,0,1.138197375,0,0,0,0,1.494216052,0.361997344,0,0.597148188,1.073611691,0,0,0.765676359,0,0,0,0.522247216,0,0,0.926502162,0,0,0,0,0,0,0,0,0,0,1.063481793,0,0.926251139,0,0,0,0,0,2.100516458,0,0,0,0.904661232,0,0.735068324,0,0,0,1.193559748,0,0,0,0,1.037561925,0.693137205,0,0.500578863,0,0.689819847,0,0,0,0.529094673,0,0,0,0,0,0,0,0.675359991,0,0.788167626,0,0,0,1.118281333,0,0.492478709,0,0,0,0.134516568,0,0,0,0.847769645,0,0,0.491050438,0.677016571,1.043105639,0,0.497529219,1.176168982,1.098496958,0,0,0.30995117,0,0,0,0,0,0,1.412523432,0.418446163,0,0,0,0,0,0,0.958673952,0,0,0.519793076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440585335,0,0,0,0,"I+B-"
"B1589C",0.427164912,0,1.17757318,0.46835176,0,0,1.429117963,0,0.686223844,0,0,0,0,0,1.518855372,0.764772087,0,0,0,0,0,0,0.895794951,0,0,0,0,0,0,0,0,0.938618987,0.232805325,0,0,0,0,0,0,0,0,0,1.726573891,0,0,0,0,0,0,0,0,0.741392596,0,0,0.627697002,0,0,0.893138476333,0,0,0.884392942,0,1.048057496,0.836033864,0,0,0,0,1.17696875,0.994407057,0,0,0,0,0,1.095139859,0,0,0.099557308,0,0,1.059309291,0,0,0,0,0,0,0,0,0,0.942508908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97543949,0.827501126,0,0,0,0,0.734903917,0,0,0,0.829301229,0,0,1.062723899,0,0,0,0.613520583,0,0,0,0,0,0,0,0.577430911,0,0,0.805567692,0,0,0,1.12145887,0,0,0,0,0,0,0.760244294,0,0,0,0,1.307756771,0,0,0,0,0,0,0,0,0,1.925281121,0,0.925782298,0,0,0,0,0,0.772411752,0,0,0,0,0.962203246,0.61377227,0,0,0,0,1.368393885,0,0,0,0.797702033,1.432816022,0,0,0,0,0,0,0,0,0,0,0.893557381,0.650105309,0.578044629,0,0,0.604565484,0,0,0,0,0,1.117323953,0,0,0,0,0,0,0,0.494771331,0,0,0.474733816,0,0,0,0,0,0,0,0.278666316,1.307756771,0,0,0,0,0,0,0,0,0,1.305571019,0,0.6140801965,0,0,0,0.517453801,0,1.108251823,0,0,0.619564581,0,0,0,0,0,0,1.259658258,0,0,1.024600826,1.209049323,0,0,0,0,0,0.395783452,0,0.791256525,0,1.0654350575,0.520994206,0,1.151677926,0,0,0,0,0,0,0,0,0,0,0,0,0.531226758,0,0,0,0,0,0,0.8605194045,0,0.8403389605,0,0,0,0,0,0,0.802673724,0,1.109762428,0,0.277137881,0,0.599376857,0,0,1.450890612,0,0,0,0,0,0,0,0,0,0,0,1.057540354,0,0,0,0.519198304,0,0,0,0,0.563128092,1.071551165,0,0.948565938,0,0,0,0,0,0,0,0,0,0,0.460546818,1.004596731,0,0,0,1.536731735,0,0,0,0,0,0.44091102,0,0,0,0.549312537,0.57488213,1.122961846,1.024600826,0,1.049964523,0,0.406986442,0,0.519198304,0.906071623,0,0,0.962203246,0,0.845971355,0.845207967,1.561417947,0,0.820923783,0,0,0,0,0,0.921375283,0,0,0,1.004215535,0,0,0,0,0,0.911246408,0,0,0.432890547,0,0,0,0.494771331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337954203,0,0,0,1.286393232,0,0.97131582,0,0,0,1.52049289,0.956748143,0,0,0,0,0,0,0.590995049,1.561417947,0,0,0,0,0,0,0,0,0.855535563,0,0,1.176689665,0,0,1.026322457,1.2827955,0,0,0,0,1.089660872,0,0,0,1.532752825,0,0,0,0.430350255,0,0,0,0.958495939,0,0,0.81990744,0,2.397635169,0,0.915287094,0,0,1.782635593,0,0,0,0.520865227,0.580445323,0,0,0,0,0,0,0,0,0.520821805,0,0,0,0,1.361669559,0,0,0,1.762515309,0,0,0,0,0,0,0.540271157,0,0,1.021634113,0.457259151,0,0,0,0,"I+B-"
"R1767C",0.718824062,0,0.153890242,0,0,0,0,0,0,0.382918442,0.648364789,0,0,0,0,0.576367845,0,0,0,0.860869966,0.527211977,0,0.714233371,0,0,0,0,0.857882721,0,0,0.453095487,0.449507431,0,0,0,0,0,0,0.598886244,0,0,0,0,0,1.391661136,0,0,0,0,0.242996471,0,0,0,0,0.767540317,0,0,0,1.04777432,0,1.057752552,0,0,0,0,0,0,0,0,0,0.682361522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776692072,0,0,0,0,1.339749613,0,0,0,0,0,0,0,0,0.530883284,0,0,0,0,0.546993688,0,0,0,1.411598531,0.713770456,1.398892209,0.965078937,0,0,0.466928695,0,0.855571774,0,0,0,0.821227632,0,2.030719973,0,0,0,0,0.803756959,0,0,0,0.438411196,0,0,0,0.735387542,0,0,0,0,0,0,0.692362043,0,0,0,0,0.61612184,0,0,0.73493575,0.350228642,0,0,0,0,0.909120425,0,0.754592565,1.394191491,0,0,0,0,0,0,0,0,0,0,0,0,0.466928695,0,0,0,0,0,0,0,0.702873107,1.0826500285,0.383832279,0,0,0,1.063332916,0,0,0,0,0,0,0.85239101,0.224012768,0,0,0,2.188608128,0.710876344,1.203803216,0,0,0,0,0,0,0,0,0,1.183530593,0.880139081,0.906878153,1.272619497,0,0,0,0,0.656476752,0.574175384,0,0,0,0.61612184,0.290812532,0,0,0,0,0,0,0,0.435115142,0,0,0.708082879,0,0,0.75227577,0,0,0,1.218984977,0,0.426392224,0,0,0,0,0,0,0.646696324,0,0,0,0.587548636,0,0,0.588353263,0,0.701332764,0,0,0,0.706296689,0,0,0.772363086,0,0,0,0,0,0,0,0,0,0,0,0,0.874593887,0,0,0,0.262105516,0,0,0,0,0.736189199,0,0,0,0,0.739696534,0,0,0,1.971704871,1.121396594,0,0.829691112,0,0,0,0,0.342013491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434547735,0.901352862,1.763891333,0,1.015733801,0,0.819680597,0,0,0,0,0.677418501,0,0,0.507725113,0,0,0,0.700613895,0,0,0,0,0,0,0,0.175546333,0.790055176,0,0,1.636545247,0.362719808,0,0,0,0,0.746773879,0,0,0,0,0,0.990983742,0.877244399,0,0,0,0,0.45065253,0,0,0.503108442,0,0,0,0,0,0.555649422,0,0,0,0,0,0,0,0,0,0,0.880139081,0,0,0,0,0,0.998128226,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204409684,0,0,0,0,0,0,0,0,0.971861915,0,0,0,0,0.877244399,0.991411067,0,0,0,0.374132515,0,0.45065253,0,0,0,0,0,0,0,0,0,0,0,0,1.117453322,0,0,1.594956108,0,0.541614853,0,0,0,0,0,0,0,0,0.30167157,0.607878463,0.874690707,0.818336984,0,0,0,0.500513525,0,0,0,0,0.413790456,0,0,0,0,0,0,0,0,0,0.609616967,0.882416661,0,0.715144965,0,0.579873714,0,0,0,0.588013195,0,0,0,0,0,0,0,1.203099476,0,0,0,0.5829244105,0,0.984891334,0,0,"I+B-"
"R2533C",0,0,0.452378933,1.728845855,0,0,0,0,0,0.716451249,0,0,0.565533226,1.043101868,0,0,0.904858967,0,0,0,0.57488225,0,0,0,0,0,0,0.979190893,0,0,1.192217215,0.592601447,0.383876472,0,1.032420951,0,0,0,0,0,0,0,1.341092636,0.636085381,1.07598858,0,0,0,0,0.507014883,0,1.43712232,0,0,0,0,0,0.295256478,0,1.129321603,0,0,0,0,0,0,0,0,0,0.996541464,1.170098709,0,0,0,0,0.9228245,0,0,0.630231633,0,0.444104885,0,0.76052366,0,0,0,0,0,0.658801727,0,0,0,0,0,0,0.943858223,0,0.771546442,0,0,0,0,0,0,0,0,0,0.353284445,0,1.654857006,0,0.702901356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.412773541,0.434528106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902753332,0,0,0,0,0,0,0.440659981,0,0,0,0,0,0,1.355982148,0,0,0,0,0.941875118,0,0,0,0,0,0,0,0,0,0,1.256175471,0,0,0,0,0.739780142,0,0,0,0,0,0,0,0.648237451,0,0,0,0,0.701450017,0,0,0,0,0,0.805139529,0,0,0,0,0,0,0.784821351,0.612115872,0,0,0,0,0,0,0,0.583573899,0.925644614,0,0,0,0,0,0,0,0,0,0,0,0.753871771,0,0,0,0,0,0.60905166,0.488057313,0.898713676,0,0,0,0,0,0.556421744,0.868882747,0,0,1.432462729,0,0.840979068,1.125999453,0,0,0.951044102,0,0,0,0.630577599,0,0,0,0,0.525453552,0,0,0,0,0,0,0,0,0,1.058016156,0,0,0,0,0,0,1.032386999,0,0,0,0,0,0.295256478,0,0,0,0.774755881,0,0,0,0,0,0,0.538260027,0.97194997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891115101,0,0,0,0.964704818,0,0,0,0,0.3335079325,0.71728112,0,0.776033614,0.624548993,0,0,0.978152654,0,0,0,0,0,0,0.821816885,1.055248862,0,0,0,0,0,0,0,0,0,0.902952917,0,0.929312908,0,0,0,0,0.840979068,0,0,0,0,0,0.964704818,0,0,0,0.941875118,0,0.569325633,0,0,0,0,0,0,0,0,0,0.867724795,0.97194997,0.695536597,0,0.324564286,0,0.770029991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787888164,0,0,0,0,0,0,0,0,0,0,0,0,1.411533359,0.417747287,0,0,0,0,0,0,0,1.086932218,0,0.479019392,0,0.807030394,0,0.392245828,0,0,0,0,0,0,0,0,0,0,0,1.032420951,0,0,0,0,0,0,0.794758669,0,0,0,0,0,0,0,0,0,0,1.022887308,0.533710368,0,0.220475182,0,0.868524475,1.570401397,0,0,1.005199223,0.649703774,0,0,0,0,0,0,0,1.033924867,0,0,0,0,0,0,0.857344108,0,0,0.971924156,0,0.184215942,0,0,0,0.635828097,0,0,0,0,0,0,0,0,0,0,0.381487854,0,0,0,1.038404861,0.695019515,"I+B-"
